CPU,ThreadNum,Med_GFLOPS,Avg_GFLOPS,Max_GFLOPS
i7,1,146,146,147
i7,2,276,276,281
i7,3,386,386,387
i7,4,479,479,481
i7,5,551,551,552
i7,6,630,630,631
i7,7,696,695,697
i7,8,740,739,741
i7,9,421,421,423
i7,10,386,386,388
i7,11,415,415,417
i7,12,421,421,422
i7,13,454,454,455
i7,14,482,483,486
i7,15,506,506,508
i7,16,536,535,539
i7,17,573,573,577
i7,18,585,585,588
i7,19,623,622,626
i7,20,622,622,624
