CPU,ThreadNum,Med_GFLOPS,Avg_GFLOPS,Max_GFLOPS
i7,1,111,111,111
i7,2,202,203,205
i7,3,285,282,297
i7,4,356,357,363
i7,5,407,407,409
i7,6,462,462,467
i7,7,520,520,525
i7,8,564,564,569
i7,9,288,288,292
i7,10,322,323,325
i7,11,343,344,350
i7,12,350,349,353
i7,13,379,378,387
i7,14,396,396,397
i7,15,418,417,420
i7,16,442,442,459
i7,17,442,443,458
i7,18,466,468,484
i7,19,467,469,485
i7,20,486,491,503
