CPU,ThreadNum,Med_GFLOPS,Avg_GFLOPS,Max_GFLOPS
i7,1,113,112,114
i7,2,206,197,209
i7,3,302,302,303
i7,4,400,400,402
i7,5,480,480,482
i7,6,562,560,564
i7,7,635,634,640
i7,8,712,711,716
i7,9,350,350,351
i7,10,390,390,393
i7,11,399,398,401
i7,12,418,418,423
i7,13,457,456,460
i7,14,485,485,488
i7,15,523,522,528
i7,16,549,519,562
i7,17,418,420,438
i7,18,455,455,469
i7,19,465,461,478
i7,20,492,494,507
