CPU,ThreadNum,Med_GFLOPS,Avg_GFLOPS,Max_GFLOPS
i7,1,114,114,114
i7,2,220,219,221
i7,3,309,309,315
i7,4,360,359,394
i7,5,401,402,406
i7,6,464,464,474
i7,7,492,491,497
i7,8,501,501,515
i7,9,333,333,334
i7,10,344,344,344
i7,11,340,344,352
i7,12,342,342,342
i7,13,337,337,340
i7,14,367,366,368
i7,15,377,377,389
i7,16,398,398,399
i7,17,399,401,413
i7,18,426,426,427
i7,19,454,454,456
i7,20,470,468,473
