CPU,ThreadNum,Med_GFLOPS,Avg_GFLOPS,Max_GFLOPS
i7,1,146,146,146
i7,2,280,279,284
i7,3,389,389,391
i7,4,483,483,484
i7,5,558,558,559
i7,6,629,629,630
i7,7,697,685,699
i7,8,749,747,751
i7,9,421,422,547
i7,10,387,388,393
i7,11,420,420,422
i7,12,425,425,427
i7,13,456,456,458
i7,14,486,487,490
i7,15,512,512,516
i7,16,542,542,545
i7,17,577,577,581
i7,18,579,579,583
i7,19,626,626,627
i7,20,626,626,630
